refrigerant,T_evap,T_cond,superheat,subcooling,COP,eta_exergy,w_comp_kJ,q_evap_kJ,pressure_ratio,ex_dest_comp,ex_dest_cond,ex_dest_evap,ex_dest_exp,ex_dest_total,transcritical
R134a,-15,30,3,3,2.3721,0.4232,65.2267,154.7247,4.698,29.5975,2.6059,-0.0167,5.4378,37.6245,0
R134a,-15,30,3,5,2.4159,0.4307,65.2267,157.5803,4.698,29.5975,2.5683,-0.0167,4.9857,37.1349,0
R134a,-15,30,3,7,2.4594,0.4381,65.2267,160.4185,4.698,29.5975,2.5119,-0.0167,4.5555,36.6484,0
R134a,-15,30,5,3,2.3738,0.4235,65.881,156.3906,4.698,29.7011,2.8896,-0.046,5.4378,37.9825,0
R134a,-15,30,5,5,2.4172,0.4309,65.881,159.2462,4.698,29.7011,2.852,-0.046,4.9857,37.4929,0
R134a,-15,30,5,7,2.4603,0.4383,65.881,162.0844,4.698,29.7011,2.7956,-0.046,4.5555,37.0063,0
R134a,-15,30,7,3,2.3757,0.4238,66.5297,158.0563,4.698,29.8011,3.1858,-0.0897,5.4378,38.3349,0
R134a,-15,30,7,5,2.4186,0.4312,66.5297,160.9118,4.698,29.8011,3.1482,-0.0897,4.9857,37.8453,0
R134a,-15,30,7,7,2.4613,0.4385,66.5297,163.7501,4.698,29.8011,3.0918,-0.0897,4.5555,37.3587,0
R134a,-15,30,10,3,2.3789,0.4243,67.4931,160.5563,4.698,29.9445,3.6532,-0.1817,5.4378,38.8538,0
R134a,-15,30,10,5,2.4212,0.4316,67.4931,163.4118,4.698,29.9445,3.6157,-0.1817,4.9857,38.3643,0
R134a,-15,30,10,7,2.4632,0.4388,67.4931,166.25,4.698,29.9445,3.5593,-0.1817,4.5555,37.8777,0
R134a,-15,35,3,3,2.0669,0.4198,71.3677,147.5109,5.41,31.7597,2.9056,-0.0167,6.7595,41.4081,0
R134a,-15,35,3,5,2.1075,0.4274,71.3677,150.4104,5.41,31.7597,2.8687,-0.0167,6.253,40.8647,0
R134a,-15,35,3,7,2.1479,0.435,71.3677,153.2905,5.41,31.7597,2.8134,-0.0167,5.7686,40.325,0
R134a,-15,35,5,3,2.0693,0.4202,72.0902,149.1767,5.41,31.8773,3.2042,-0.046,6.7595,41.7949,0
R134a,-15,35,5,5,2.1095,0.4278,72.0902,152.0763,5.41,31.8773,3.1673,-0.046,6.253,41.2516,0
R134a,-15,35,5,7,2.1495,0.4353,72.0902,154.9564,5.41,31.8773,3.1119,-0.046,5.7686,40.7118,0
R134a,-15,35,7,3,2.0718,0.4207,72.8062,150.8424,5.41,31.9908,3.515,-0.0897,6.7595,42.1756,0
R134a,-15,35,7,5,2.1117,0.4282,72.8062,153.742,5.41,31.9908,3.4781,-0.0897,6.253,41.6322,0
R134a,-15,35,7,7,2.1512,0.4356,72.8062,156.6221,5.41,31.9908,3.4228,-0.0897,5.7686,41.0925,0
R134a,-15,35,10,3,2.0759,0.4215,73.8694,153.3424,5.41,32.1538,4.0042,-0.1817,6.7595,42.7358,0
R134a,-15,35,10,5,2.1151,0.4288,73.8694,156.2419,5.41,32.1538,3.9673,-0.1817,6.253,42.1924,0
R134a,-15,35,10,7,2.1541,0.4361,73.8694,159.122,5.41,32.1538,3.912,-0.1817,5.7686,41.6527,0
R134a,-15,40,3,3,1.8135,0.4158,77.3,140.1873,6.201,33.7628,3.1865,-0.0167,8.2278,45.1604,0
R134a,-15,40,3,5,1.8517,0.4235,77.3,143.1359,6.201,33.7628,3.1502,-0.0167,7.666,44.5623,0
R134a,-15,40,3,7,1.8896,0.4312,77.3,146.0625,6.201,33.7628,3.0957,-0.0167,7.1267,43.9687,0
R134a,-15,40,5,3,1.8165,0.4164,78.0902,141.8531,6.201,33.895,3.4981,-0.046,8.2278,45.5749,0
R134a,-15,40,5,5,1.8543,0.424,78.0902,144.8017,6.201,33.895,3.4618,-0.046,7.666,44.9768,0
R134a,-15,40,5,7,1.8918,0.4316,78.0902,147.7283,6.201,33.895,3.4074,-0.046,7.1267,44.3831,0
R134a,-15,40,7,3,1.8196,0.417,78.8733,143.5188,6.201,34.0225,3.8219,-0.0897,8.2278,45.9825,0
R134a,-15,40,7,5,1.857,0.4246,78.8733,146.4674,6.201,34.0225,3.7856,-0.0897,7.666,45.3844,0
R134a,-15,40,7,7,1.8941,0.4321,78.8733,149.394,6.201,34.0225,3.7312,-0.0897,7.1267,44.7908,0
R134a,-15,40,10,3,1.8244,0.418,80.0356,146.0188,6.201,34.2058,4.3302,-0.1817,8.2278,46.5821,0
R134a,-15,40,10,5,1.8613,0.4255,80.0356,148.9674,6.201,34.2058,4.2939,-0.1817,7.666,45.984,0
R134a,-15,40,10,7,1.8978,0.4329,80.0356,151.894,6.201,34.2058,4.2395,-0.1817,7.1267,45.3903,0
R134a,-15,45,3,3,1.5988,0.4111,83.0273,132.7432,7.075,35.6183,3.4479,-0.0167,9.8454,48.8949,0
R134a,-15,45,3,5,1.635,0.419,83.0273,135.747,7.075,35.6183,3.412,-0.0167,9.2269,48.2406,0
R134a,-15,45,3,7,1.6708,0.4268,83.0273,138.7256,7.075,35.6183,3.3584,-0.0167,8.6318,47.5918,0
R134a,-15,45,5,3,1.6023,0.4119,83.8851,134.4091,7.075,35.7655,3.771,-0.046,9.8454,49.3359,0
R134a,-15,45,5,5,1.6381,0.4197,83.8851,137.4129,7.075,35.7655,3.7352,-0.046,9.2269,48.6816,0
R134a,-15,45,5,7,1.6736,0.4274,83.8851,140.3914,7.075,35.7655,3.6815,-0.046,8.6318,48.0329,0
R134a,-15,45,7,3,1.6059,0.4126,84.7349,136.0748,7.075,35.9077,4.1061,-0.0897,9.8454,49.7695,0
R134a,-15,45,7,5,1.6413,0.4204,84.7349,139.0786,7.075,35.9077,4.0703,-0.0897,9.2269,49.1152,0
R134a,-15,45,7,7,1.6765,0.428,84.7349,142.0571,7.075,35.9077,4.0167,-0.0897,8.6318,48.4664,0
R134a,-15,45,10,3,1.6114,0.4138,85.996,138.5747,7.075,36.112,4.6311,-0.1817,9.8454,50.4068,0
R134a,-15,45,10,5,1.6463,0.4215,85.996,141.5785,7.075,36.112,4.5953,-0.1817,9.2269,49.7525,0
R134a,-15,45,10,7,1.681,0.429,85.996,144.5571,7.075,36.112,4.5417,-0.1817,8.6318,49.1037,0
R134a,-15,50,3,3,1.4134,0.4057,88.5537,125.166,8.039,37.336,3.6899,-0.0167,11.6161,52.6253,0
R134a,-15,50,3,5,1.4481,0.4138,88.5537,128.2326,8.039,37.336,3.6544,-0.0167,10.9391,51.9129,0
R134a,-15,50,3,7,1.4824,0.4217,88.5537,131.2699,8.039,37.336,3.6014,-0.0167,10.2865,51.2073,0
R134a,-15,50,5,3,1.4174,0.4067,89.479,126.8319,8.039,37.4989,4.0231,-0.046,11.6161,53.092,0
R134a,-15,50,5,5,1.4517,0.4146,89.479,129.8984,8.039,37.4989,3.9877,-0.046,10.9391,52.3796,0
R134a,-15,50,5,7,1.4857,0.4225,89.479,132.9357,8.039,37.4989,3.9347,-0.046,10.2865,51.674,0
R134a,-15,50,7,3,1.4215,0.4076,90.3955,128.4976,8.039,37.6561,4.3682,-0.0897,11.6161,53.5506,0
R134a,-15,50,7,5,1.4554,0.4155,90.3955,131.5641,8.039,37.6561,4.3327,-0.0897,10.9391,52.8382,0
R134a,-15,50,7,7,1.489,0.4233,90.3955,134.6014,8.039,37.6561,4.2797,-0.0897,10.2865,52.1326,0
R134a,-15,50,10,3,1.4277,0.409,91.7551,130.9975,8.039,37.8822,4.9078,-0.1817,11.6161,54.2243,0
R134a,-15,50,10,5,1.4611,0.4168,91.7551,134.0641,8.039,37.8822,4.8723,-0.1817,10.9391,53.5119,0
R134a,-15,50,10,7,1.4942,0.4245,91.7551,137.1014,8.039,37.8822,4.8193,-0.1817,10.2865,52.8063,0
R134a,-15,55,3,3,1.2509,0.3996,93.8833,117.4403,9.098,38.9248,3.9134,-0.0167,13.5449,56.3665,0
R134a,-15,55,3,5,1.2844,0.4078,93.8833,120.5792,9.098,38.9248,3.8783,-0.0167,12.8068,55.5932,0
R134a,-15,55,3,7,1.3174,0.416,93.8833,123.6835,9.098,38.9248,3.8257,-0.0167,12.0945,54.8284,0
R134a,-15,55,5,3,1.2554,0.4007,94.8762,119.1062,9.098,39.1039,4.2555,-0.046,13.5449,56.8583,0
R134a,-15,55,5,5,1.2885,0.4089,94.8762,122.245,9.098,39.1039,4.2203,-0.046,12.8068,56.0849,0
R134a,-15,55,5,7,1.3212,0.4169,94.8762,125.3494,9.098,39.1039,4.1677,-0.046,12.0945,55.3201,0
R134a,-15,55,7,3,1.2599,0.4018,95.8594,120.7719,9.098,39.2768,4.6092,-0.0897,13.5449,57.3412,0
R134a,-15,55,7,5,1.2926,0.4099,95.8594,123.9107,9.098,39.2768,4.574,-0.0897,12.8068,56.5678,0
R134a,-15,55,7,7,1.325,0.4179,95.8594,127.0151,9.098,39.2768,4.5214,-0.0897,12.0945,55.803,0
R134a,-15,55,10,3,1.2667,0.4035,97.3175,123.2718,9.098,39.5254,5.1615,-0.1817,13.5449,58.0501,0
R134a,-15,55,10,5,1.299,0.4114,97.3175,126.4107,9.098,39.5254,5.1263,-0.1817,12.8068,57.2768,0
R134a,-15,55,10,7,1.3309,0.4193,97.3175,129.515,9.098,39.5254,5.0738,-0.1817,12.0945,56.5119,0
R134a,-10,30,3,3,2.7823,0.4324,56.7227,157.8194,3.839,25.992,1.9969,-0.0164,4.221,32.1936,0
R134a,-10,30,3,5,2.8326,0.44,56.7227,160.675,3.839,25.992,1.9594,-0.0164,3.8317,31.7667,0
R134a,-10,30,3,7,2.8827,0.4474,56.7227,163.5132,3.839,25.992,1.903,-0.0164,3.4638,31.3424,0
R134a,-10,30,5,3,2.7839,0.4327,57.301,159.5223,3.839,26.0873,2.2447,-0.0453,4.221,32.5077,0
R134a,-10,30,5,5,2.8338,0.4401,57.301,162.3778,3.839,26.0873,2.2071,-0.0453,3.8317,32.0808,0
R134a,-10,30,5,7,2.8833,0.4475,57.301,165.2161,3.839,26.0873,2.1507,-0.0453,3.4638,31.6565,0
R134a,-10,30,7,3,2.7858,0.433,57.8738,161.224,3.839,26.179,2.5048,-0.0882,4.221,32.8167,0
R134a,-10,30,7,5,2.8351,0.4403,57.8738,164.0795,3.839,26.179,2.4673,-0.0882,3.8317,32.3898,0
R134a,-10,30,7,7,2.8842,0.4477,57.8738,166.9178,3.839,26.179,2.4109,-0.0882,3.4638,31.9655,0
R134a,-10,30,10,3,2.7889,0.4334,58.7238,163.7762,3.839,26.3105,2.9182,-0.1787,4.221,33.2711,0
R134a,-10,30,10,5,2.8376,0.4407,58.7238,166.6318,3.839,26.3105,2.8807,-0.1787,3.8317,32.8442,0
R134a,-10,30,10,7,2.8859,0.4479,58.7238,169.47,3.839,26.3105,2.8243,-0.1787,3.4638,32.4199,0
R134a,-10,35,3,3,2.3973,0.4291,62.8239,150.6055,4.422,28.2238,2.2748,-0.0164,5.3845,35.8666,0
R134a,-10,35,3,5,2.4434,0.4367,62.8239,153.5051,4.422,28.2238,2.2379,-0.0164,4.9416,35.3869,0
R134a,-10,35,3,7,2.4893,0.4443,62.8239,156.3852,4.422,28.2238,2.1825,-0.0164,4.5204,34.9103,0
R134a,-10,35,5,3,2.3997,0.4295,63.4706,152.3084,4.422,28.3333,2.5381,-0.0453,5.3845,36.2106,0
R134a,-10,35,5,5,2.4454,0.437,63.4706,155.208,4.422,28.3333,2.5012,-0.0453,4.9416,35.7308,0
R134a,-10,35,5,7,2.4907,0.4446,63.4706,158.0881,4.422,28.3333,2.4459,-0.0453,4.5204,35.2543,0
R134a,-10,35,7,3,2.4022,0.4299,64.1111,154.0101,4.422,28.4388,2.8137,-0.0882,5.3845,36.5487,0
R134a,-10,35,7,5,2.4475,0.4374,64.1111,156.9097,4.422,28.4388,2.7768,-0.0882,4.9416,36.069,0
R134a,-10,35,7,7,2.4924,0.4448,64.1111,159.7898,4.422,28.4388,2.7215,-0.0882,4.5204,35.5924,0
R134a,-10,35,10,3,2.4064,0.4306,65.0613,156.5623,4.422,28.5901,3.2499,-0.1787,5.3845,37.0458,0
R134a,-10,35,10,5,2.4509,0.438,65.0613,159.4619,4.422,28.5901,3.213,-0.1787,4.9416,36.566,0
R134a,-10,35,10,7,2.4952,0.4453,65.0613,162.342,4.422,28.5901,3.1577,-0.1787,4.5204,36.0895,0
R134a,-10,40,3,3,2.0851,0.4251,68.7165,143.2819,5.068,30.2906,2.5384,-0.0164,6.692,39.5046,0
R134a,-10,40,3,5,2.128,0.4329,68.7165,146.2305,5.068,30.2906,2.5021,-0.0164,6.1949,38.9712,0
R134a,-10,40,3,7,2.1706,0.4406,68.7165,149.1571,5.068,30.2906,2.4477,-0.0164,5.7199,38.4418,0
R134a,-10,40,5,3,2.0882,0.4257,69.4313,144.9848,5.068,30.4149,2.8156,-0.0453,6.692,39.8772,0
R134a,-10,40,5,5,2.1306,0.4333,69.4313,147.9334,5.068,30.4149,2.7792,-0.0453,6.1949,39.3438,0
R134a,-10,40,5,7,2.1728,0.441,69.4313,150.86,5.068,30.4149,2.7248,-0.0453,5.7199,38.8143,0
R134a,-10,40,7,3,2.0914,0.4262,70.1391,146.6865,5.068,30.5347,3.1048,-0.0882,6.692,40.2432,0
R134a,-10,40,7,5,2.1334,0.4338,70.1391,149.6351,5.068,30.5347,3.0685,-0.0882,6.1949,39.7098,0
R134a,-10,40,7,7,2.1751,0.4414,70.1391,152.5617,5.068,30.5347,3.0141,-0.0882,5.7199,39.1804,0
R134a,-10,40,10,3,2.0964,0.4271,71.1889,149.2387,5.068,30.7065,3.5611,-0.1787,6.692,40.781,0
R134a,-10,40,10,5,2.1378,0.4346,71.1889,152.1874,5.068,30.7065,3.5248,-0.1787,6.1949,40.2476,0
R134a,-10,40,10,7,2.1789,0.4421,71.1889,155.1139,5.068,30.7065,3.4704,-0.1787,5.7199,39.7181,0
R134a,-10,45,3,3,1.8257,0.4205,74.4043,135.8379,5.782,32.2043,2.7866,-0.0164,8.1463,43.1208,0
R134a,-10,45,3,5,1.866,0.4284,74.4043,138.8417,5.782,32.2043,2.7507,-0.0164,7.5938,42.5324,0
R134a,-10,45,3,7,1.9061,0.4362,74.4043,141.8202,5.782,32.2043,2.6971,-0.0164,7.064,41.949,0
R134a,-10,45,5,3,1.8293,0.4212,75.1871,137.5408,5.782,32.3439,3.0759,-0.0453,8.1463,43.5208,0
R134a,-10,45,5,5,1.8693,0.429,75.1871,140.5446,5.782,32.3439,3.0401,-0.0453,7.5938,42.9325,0
R134a,-10,45,5,7,1.9089,0.4368,75.1871,143.5231,5.782,32.3439,2.9864,-0.0453,7.064,42.3491,0
R134a,-10,45,7,3,1.8331,0.4219,75.962,139.2425,5.782,32.4785,3.3772,-0.0882,8.1463,43.9137,0
R134a,-10,45,7,5,1.8726,0.4296,75.962,142.2463,5.782,32.4785,3.3413,-0.0882,7.5938,43.3254,0
R134a,-10,45,7,7,1.9118,0.4373,75.962,145.2248,5.782,32.4785,3.2877,-0.0882,7.064,42.7419,0
R134a,-10,45,10,3,1.8388,0.423,77.1109,141.7947,5.782,32.6717,3.8513,-0.1787,8.1463,44.4905,0
R134a,-10,45,10,5,1.8778,0.4307,77.1109,144.7985,5.782,32.6717,3.8154,-0.1787,7.5938,43.9022,0
R134a,-10,45,10,7,1.9164,0.4382,77.1109,147.7771,5.782,32.6717,3.7618,-0.1787,7.064,43.3187,0
R134a,-10,50,3,3,1.6054,0.4151,79.8911,128.2607,6.57,33.9754,3.0189,-0.0164,9.7507,46.7286,0
R134a,-10,50,3,5,1.6438,0.4232,79.8911,131.3272,6.57,33.9754,2.9834,-0.0164,9.141,46.0835,0
R134a,-10,50,3,7,1.6818,0.4312,79.8911,134.3645,6.57,33.9754,2.9304,-0.0164,8.5551,45.4445,0
R134a,-10,50,5,3,1.6096,0.416,80.7418,129.9636,6.57,34.1309,3.3189,-0.0453,9.7507,47.1553,0
R134a,-10,50,5,5,1.6476,0.424,80.7418,133.0301,6.57,34.1309,3.2835,-0.0453,9.141,46.5102,0
R134a,-10,50,5,7,1.6852,0.4319,80.7418,136.0674,6.57,34.1309,3.2305,-0.0453,8.5551,45.8712,0
R134a,-10,50,7,3,1.6139,0.4169,81.5838,131.6653,6.57,34.2809,3.6308,-0.0882,9.7507,47.5741,0
R134a,-10,50,7,5,1.6515,0.4248,81.5838,134.7318,6.57,34.2809,3.5953,-0.0882,9.141,46.929,0
R134a,-10,50,7,7,1.6887,0.4326,81.5838,137.7691,6.57,34.2809,3.5423,-0.0882,8.5551,46.29,0
R134a,-10,50,10,3,1.6204,0.4182,82.8317,134.2175,6.57,34.4961,4.1205,-0.1787,9.7507,48.1886,0
R134a,-10,50,10,5,1.6574,0.426,82.8317,137.2841,6.57,34.4961,4.085,-0.1787,9.141,47.5435,0
R134a,-10,50,10,7,1.6941,0.4337,82.8317,140.3214,6.57,34.4961,4.032,-0.1787,8.5551,46.9045,0
R134a,-10,55,3,3,1.415,0.409,85.1811,120.535,7.435,35.6133,3.2356,-0.0164,11.51,50.3425,0
R134a,-10,55,3,5,1.4519,0.4173,85.1811,123.6738,7.435,35.6133,3.2004,-0.0164,10.8408,49.6381,0
R134a,-10,55,3,7,1.4883,0.4254,85.1811,126.7782,7.435,35.6133,3.1479,-0.0164,10.1966,48.9414,0
R134a,-10,55,5,3,1.4197,0.41,86.0998,122.2379,7.435,35.7853,3.5451,-0.0453,11.51,50.7951,0
R134a,-10,55,5,5,1.4562,0.4182,86.0998,125.3767,7.435,35.7853,3.5099,-0.0453,10.8408,50.0907,0
R134a,-10,55,5,7,1.4922,0.4263,86.0998,128.4811,7.435,35.7853,3.4574,-0.0453,10.1966,49.394,0
R134a,-10,55,7,3,1.4244,0.4111,87.0089,123.9396,7.435,35.9511,3.8662,-0.0882,11.51,51.2392,0
R134a,-10,55,7,5,1.4605,0.4192,87.0089,127.0784,7.435,35.9511,3.8311,-0.0882,10.8408,50.5347,0
R134a,-10,55,7,7,1.4962,0.4272,87.0089,130.1828,7.435,35.9511,3.7785,-0.0882,10.1966,49.838,0
R134a,-10,55,10,3,1.4316,0.4127,88.3558,126.4918,7.435,36.1893,4.3696,-0.1787,11.51,51.8902,0
R134a,-10,55,10,5,1.4671,0.4207,88.3558,129.6307,7.435,36.1893,4.3344,-0.1787,10.8408,51.1858,0
R134a,-10,55,10,7,1.5023,0.4286,88.3558,132.735,7.435,36.1893,4.2819,-0.1787,10.1966,50.4891,0
R134a,-5,30,3,3,3.3117,0.4416,48.5775,160.8741,3.165,22.4653,1.4928,-0.0162,3.1828,27.1247,0
R134a,-5,30,3,5,3.3705,0.4492,48.5775,163.7297,3.165,22.4653,1.4552,-0.0162,2.8538,26.7581,0
R134a,-5,30,3,7,3.4289,0.4567,48.5775,166.5679,3.165,22.4653,1.3989,-0.0162,2.5458,26.3938,0
R134a,-5,30,5,3,3.3132,0.4418,49.0815,162.616,3.165,22.5517,1.7068,-0.0446,3.1828,27.3967,0
R134a,-5,30,5,5,3.3714,0.4493,49.0815,165.4715,3.165,22.5517,1.6693,-0.0446,2.8538,27.0302,0
R134a,-5,30,5,7,3.4292,0.4567,49.0815,168.3097,3.165,22.5517,1.6129,-0.0446,2.5458,26.6658,0
R134a,-5,30,7,3,3.3149,0.442,49.5803,164.3555,3.165,22.6348,1.9333,-0.0869,3.1828,27.664,0
R134a,-5,30,7,5,3.3725,0.4494,49.5803,167.211,3.165,22.6348,1.8958,-0.0869,2.8538,27.2974,0
R134a,-5,30,7,7,3.4298,0.4568,49.5803,170.0492,3.165,22.6348,1.8394,-0.0869,2.5458,26.9331,0
R134a,-5,30,10,3,3.318,0.4424,50.3198,166.9625,3.165,22.7538,2.2961,-0.176,3.1828,28.0567,0
R134a,-5,30,10,5,3.3748,0.4497,50.3198,169.818,3.165,22.7538,2.2586,-0.176,2.8538,27.6901,0
R134a,-5,30,10,7,3.4312,0.457,50.3198,172.6562,3.165,22.7538,2.2022,-0.176,2.5458,27.3258,0
R134a,-5,35,3,3,2.8121,0.4383,54.6434,153.6603,3.645,24.768,1.7469,-0.0162,4.1938,30.6925,0
R134a,-5,35,3,5,2.8651,0.446,54.6434,156.5598,3.645,24.768,1.71,-0.0162,3.8122,30.274,0
R134a,-5,35,3,7,2.9178,0.4536,54.6434,159.4399,3.645,24.768,1.6547,-0.0162,3.4518,29.8583,0
R134a,-5,35,5,3,2.8144,0.4387,55.2162,155.4021,3.645,24.8689,1.9773,-0.0446,4.1938,30.9953,0
R134a,-5,35,5,5,2.8669,0.4462,55.2162,158.3016,3.645,24.8689,1.9404,-0.0446,3.8122,30.5768,0
R134a,-5,35,5,7,2.9191,0.4538,55.2162,161.1818,3.645,24.8689,1.885,-0.0446,3.4518,30.1611,0
R134a,-5,35,7,3,2.817,0.439,55.7831,157.1416,3.645,24.9659,2.2199,-0.0869,4.1938,31.2927,0
R134a,-5,35,7,5,2.869,0.4465,55.7831,160.0411,3.645,24.9659,2.183,-0.0869,3.8122,30.8742,0
R134a,-5,35,7,7,2.9206,0.454,55.7831,162.9212,3.645,24.9659,2.1277,-0.0869,3.4518,30.4585,0
R134a,-5,35,10,3,2.8213,0.4396,56.6232,159.7486,3.645,25.1049,2.6066,-0.176,4.1938,31.7293,0
R134a,-5,35,10,5,2.8725,0.447,56.6232,162.6481,3.645,25.1049,2.5697,-0.176,3.8122,31.3108,0
R134a,-5,35,10,7,2.9233,0.4544,56.6232,165.5283,3.645,25.1049,2.5144,-0.176,3.4518,30.8951,0
R134a,-5,40,3,3,2.4187,0.4344,60.501,146.3367,4.178,26.8996,1.9915,-0.0162,5.3466,34.2216,0
R134a,-5,40,3,5,2.4675,0.4422,60.501,149.2853,4.178,26.8996,1.9552,-0.0162,4.9118,33.7504,0
R134a,-5,40,3,7,2.5159,0.4499,60.501,152.2119,4.178,26.8996,1.9008,-0.0162,4.4987,33.2828,0
R134a,-5,40,5,3,2.4219,0.4349,61.1423,148.0785,4.178,27.0154,2.2365,-0.0446,5.3466,34.5539,0
R134a,-5,40,5,5,2.4701,0.4426,61.1423,151.0271,4.178,27.0154,2.2001,-0.0446,4.9118,34.0828,0
R134a,-5,40,5,7,2.518,0.4502,61.1423,153.9537,4.178,27.0154,2.1457,-0.0446,4.4987,33.6152,0
R134a,-5,40,7,3,2.4251,0.4354,61.7769,149.818,4.178,27.127,2.4934,-0.0869,5.3466,34.8801,0
R134a,-5,40,7,5,2.4729,0.443,61.7769,152.7666,4.178,27.127,2.4571,-0.0869,4.9118,34.409,0
R134a,-5,40,7,7,2.5203,0.4506,61.7769,155.6932,4.178,27.127,2.4027,-0.0869,4.4987,33.9414,0
R134a,-5,40,10,3,2.4304,0.4362,62.7171,152.425,4.178,27.2867,2.9013,-0.176,5.3466,35.3587,0
R134a,-5,40,10,5,2.4774,0.4437,62.7171,155.3736,4.178,27.2867,2.865,-0.176,4.9118,34.8876,0
R134a,-5,40,10,7,2.524,0.4512,62.7171,158.3002,4.178,27.2867,2.8106,-0.176,4.4987,34.42,0
R134a,-5,45,3,3,2.0995,0.4297,66.1537,138.8926,4.767,28.8726,2.2248,-0.0162,6.6436,37.7248,0
R134a,-5,45,3,5,2.1449,0.4377,66.1537,141.8964,4.767,28.8726,2.1889,-0.0162,6.1546,37.2,0
R134a,-5,45,3,7,2.19,0.4455,66.1537,144.875,4.767,28.8726,2.1353,-0.0162,5.6877,36.6795,0
R134a,-5,45,5,3,2.1033,0.4304,66.8635,140.6345,4.767,29.0041,2.4826,-0.0446,6.6436,38.0856,0
R134a,-5,45,5,5,2.1482,0.4382,66.8635,143.6383,4.767,29.0041,2.4467,-0.0446,6.1546,37.5607,0
R134a,-5,45,5,7,2.1928,0.446,66.8635,146.6168,4.767,29.0041,2.3931,-0.0446,5.6877,37.0402,0
R134a,-5,45,7,3,2.1072,0.4311,67.5655,142.3739,4.767,29.1306,2.7523,-0.0869,6.6436,38.4395,0
R134a,-5,45,7,5,2.1517,0.4388,67.5655,145.3777,4.767,29.1306,2.7164,-0.0869,6.1546,37.9147,0
R134a,-5,45,7,7,2.1957,0.4465,67.5655,148.3563,4.767,29.1306,2.6628,-0.0869,5.6877,37.3942,0
R134a,-5,45,10,3,2.1133,0.4321,68.6054,144.981,4.767,29.312,3.1789,-0.176,6.6436,38.9585,0
R134a,-5,45,10,5,2.157,0.4398,68.6054,147.9847,4.767,29.312,3.1431,-0.176,6.1546,38.4336,0
R134a,-5,45,10,7,2.2005,0.4474,68.6054,150.9633,4.767,29.312,3.0894,-0.176,5.6877,37.9132,0
R134a,-5,50,3,3,1.8339,0.4244,71.6056,131.3154,5.416,30.6982,2.4456,-0.0162,8.088,41.2156,0
R134a,-5,50,3,5,1.8767,0.4325,71.6056,134.382,5.416,30.6982,2.4101,-0.0162,7.5431,40.6353,0
R134a,-5,50,3,7,1.9191,0.4405,71.6056,137.4193,5.416,30.6982,2.3571,-0.0162,7.0213,40.0605,0
R134a,-5,50,5,3,1.8382,0.4252,72.3837,133.0573,5.416,30.8458,2.7148,-0.0446,8.088,41.604,0
R134a,-5,50,5,5,1.8806,0.4332,72.3837,136.1238,5.416,30.8458,2.6793,-0.0446,7.5431,41.0236,0
R134a,-5,50,5,7,1.9225,0.4412,72.3837,139.1611,5.416,30.8458,2.6263,-0.0446,7.0213,40.4489,0
R134a,-5,50,7,3,1.8427,0.4261,73.1532,134.7967,5.416,30.988,2.9957,-0.0869,8.088,41.9847,0
R134a,-5,50,7,5,1.8846,0.434,73.1532,137.8633,5.416,30.988,2.9602,-0.0869,7.5431,41.4044,0
R134a,-5,50,7,7,1.9261,0.4419,73.1532,140.9006,5.416,30.988,2.9072,-0.0869,7.0213,40.8296,0
R134a,-5,50,10,3,1.8495,0.4274,74.2926,137.4038,5.416,31.1918,3.4389,-0.176,8.088,42.5426,0
R134a,-5,50,10,5,1.8908,0.4352,74.2926,140.4703,5.416,31.1918,3.4034,-0.176,7.5431,41.9623,0
R134a,-5,50,10,7,1.9317,0.4429,74.2926,143.5076,5.416,31.1918,3.3504,-0.176,7.0213,41.3875,0
R134a,-5,55,3,3,1.608,0.4183,76.8604,123.5897,6.129,32.3862,2.6538,-0.0162,9.6841,44.708,0
R134a,-5,55,3,5,1.6488,0.4266,76.8604,126.7286,6.129,32.3862,2.6186,-0.0162,9.0811,44.0699,0
R134a,-5,55,3,7,1.6892,0.4348,76.8604,129.8329,6.129,32.3862,2.5661,-0.0162,8.5026,43.4388,0
R134a,-5,55,5,3,1.6129,0.4193,77.7071,125.3316,6.129,32.5506,2.9331,-0.0446,9.6841,45.1232,0
R134a,-5,55,5,5,1.6533,0.4275,77.7071,128.4704,6.129,32.5506,2.8979,-0.0446,9.0811,44.485,0
R134a,-5,55,5,7,1.6932,0.4357,77.7071,131.5748,6.129,32.5506,2.8454,-0.0446,8.5026,43.8539,0
R134a,-5,55,7,3,1.6178,0.4203,78.5441,127.071,6.129,32.7089,3.2239,-0.0869,9.6841,45.53,0
R134a,-5,55,7,5,1.6578,0.4284,78.5441,130.2099,6.129,32.7089,3.1887,-0.0869,9.0811,44.8919,0
R134a,-5,55,7,7,1.6973,0.4365,78.5441,133.3142,6.129,32.7089,3.1362,-0.0869,8.5026,44.2608,0
R134a,-5,55,10,3,1.6254,0.4219,79.7832,129.6781,6.129,32.936,3.6817,-0.176,9.6841,46.1258,0
R134a,-5,55,10,5,1.6647,0.4299,79.7832,132.8169,6.129,32.936,3.6465,-0.176,9.0811,45.4877,0
R134a,-5,55,10,7,1.7036,0.4378,79.7832,135.9212,6.129,32.936,3.594,-0.176,8.5026,44.8566,0
R134a,0,30,3,3,4.0199,0.4507,40.7678,163.8831,2.63,19.0174,1.0804,-0.016,2.3111,22.393,0
