refrigerant,T_evap,T_cond,superheat,subcooling,COP,eta_exergy,w_comp_kJ,q_evap_kJ,pressure_ratio,ex_dest_comp,ex_dest_cond,ex_dest_evap,ex_dest_exp,ex_dest_total,transcritical
R600a,-15,55,7,5,1.335,0.4203,167.0146,222.9662,8.68,71.4416,4.3406,-0.1663,21.1977,96.8136,0
R600a,-15,55,7,7,1.3662,0.428,167.0146,228.1742,8.68,71.4416,4.2525,-0.1663,20.0027,95.5305,0
R600a,-15,55,10,3,1.3141,0.4152,169.2437,222.4002,8.68,71.7712,5.1149,-0.3385,22.4307,98.9784,0
R600a,-15,55,10,5,1.3451,0.4228,169.2437,227.6436,8.68,71.7712,5.0562,-0.3385,21.1977,97.6866,0
R600a,-15,55,10,7,1.3758,0.4304,169.2437,232.8516,8.68,71.7712,4.968,-0.3385,20.0027,96.4035,0
R600a,-10,30,3,3,2.8276,0.4392,99.6393,281.7375,3.732,46.8806,2.0821,-0.0301,6.9443,55.8769,0
R600a,-10,30,3,5,2.8765,0.4465,99.6393,286.6096,3.732,46.8806,2.018,-0.0301,6.28,55.1485,0
R600a,-10,30,3,7,2.9251,0.4538,99.6393,291.4552,3.732,46.8806,1.9218,-0.0301,5.6519,54.4241,0
R600a,-10,30,5,3,2.8341,0.4402,100.5204,284.8802,3.732,46.9942,2.4184,-0.0834,6.9443,56.2736,0
R600a,-10,30,5,5,2.8825,0.4474,100.5204,289.7523,3.732,46.9942,2.3543,-0.0834,6.28,55.5452,0
R600a,-10,30,5,7,2.9307,0.4546,100.5204,294.5979,3.732,46.9942,2.2581,-0.0834,5.6519,54.8208,0
R600a,-10,30,7,3,2.8407,0.4412,101.3978,288.0376,3.732,47.1048,2.7785,-0.1631,6.9443,56.6645,0
R600a,-10,30,7,5,2.8887,0.4483,101.3978,292.9097,3.732,47.1048,2.7144,-0.1631,6.28,55.9362,0
R600a,-10,30,7,7,2.9365,0.4555,101.3978,297.7553,3.732,47.1048,2.6182,-0.1631,5.6519,55.2118,0
R600a,-10,30,10,3,2.8508,0.4427,102.7075,292.8016,3.732,47.2651,3.363,-0.332,6.9443,57.2404,0
R600a,-10,30,10,5,2.8983,0.4498,102.7075,297.6737,3.732,47.2651,3.2989,-0.332,6.28,56.512,0
R600a,-10,30,10,7,2.9454,0.4568,102.7075,302.5193,3.732,47.2651,3.2027,-0.332,5.6519,55.7876,0
R600a,-10,35,3,3,2.4414,0.4364,110.3526,269.4095,4.286,51.049,2.3014,-0.0301,8.8758,62.1961,0
R600a,-10,35,3,5,2.4861,0.4438,110.3526,274.3486,4.286,51.049,2.2385,-0.0301,8.1214,61.3789,0
R600a,-10,35,3,7,2.5306,0.4512,110.3526,279.2598,4.286,51.049,2.1442,-0.0301,7.4032,60.5663,0
R600a,-10,35,5,3,2.448,0.4375,111.3351,272.5522,4.286,51.1818,2.6525,-0.0834,8.8758,62.6268,0
R600a,-10,35,5,5,2.4924,0.4448,111.3351,277.4912,4.286,51.1818,2.5897,-0.0834,8.1214,61.8096,0
R600a,-10,35,5,7,2.5365,0.4521,111.3351,282.4025,4.286,51.1818,2.4953,-0.0834,7.4032,60.997,0
R600a,-10,35,7,3,2.4548,0.4386,112.3131,275.7096,4.286,51.3108,3.0272,-0.1631,8.8758,63.0506,0
R600a,-10,35,7,5,2.4988,0.4459,112.3131,280.6486,4.286,51.3108,2.9643,-0.1631,8.1214,62.2334,0
R600a,-10,35,7,7,2.5425,0.4531,112.3131,285.5598,4.286,51.3108,2.87,-0.1631,7.4032,61.4208,0
R600a,-10,35,10,3,2.4652,0.4403,113.7725,280.4736,4.286,51.4977,3.633,-0.332,8.8758,63.6745,0
R600a,-10,35,10,5,2.5086,0.4475,113.7725,285.4126,4.286,51.4977,3.5701,-0.332,8.1214,62.8573,0
R600a,-10,35,10,7,2.5518,0.4547,113.7725,290.3239,4.286,51.4977,3.4758,-0.332,7.4032,62.0447,0
R600a,-10,40,3,3,2.1287,0.433,120.6914,256.9098,4.898,54.9321,2.4883,-0.0301,11.0438,68.4341,0
R600a,-10,40,3,5,2.1702,0.4405,120.6914,261.919,4.898,54.9321,2.4266,-0.0301,10.1993,67.528,0
R600a,-10,40,3,7,2.2114,0.448,120.6914,266.8988,4.898,54.9321,2.334,-0.0301,9.3911,66.6271,0
R600a,-10,40,5,3,2.1354,0.4342,121.7794,260.0525,4.898,55.0893,2.8517,-0.0834,11.0438,68.9015,0
R600a,-10,40,5,5,2.1766,0.4417,121.7794,265.0616,4.898,55.0893,2.79,-0.0834,10.1993,67.9953,0
R600a,-10,40,5,7,2.2175,0.449,121.7794,270.0415,4.898,55.0893,2.6974,-0.0834,9.3911,67.0944,0
R600a,-10,40,7,3,2.1424,0.4355,122.8568,263.2098,4.898,55.2376,3.2379,-0.1631,11.0438,69.3561,0
R600a,-10,40,7,5,2.1832,0.4428,122.8568,268.219,4.898,55.2376,3.1762,-0.1631,10.1993,68.4499,0
R600a,-10,40,7,7,2.2237,0.4502,122.8568,273.1989,4.898,55.2376,3.0835,-0.1631,9.3911,67.5491,0
R600a,-10,40,10,3,2.153,0.4374,124.4642,267.9739,4.898,55.4525,3.8605,-0.332,11.0438,70.0247,0
R600a,-10,40,10,5,2.1933,0.4447,124.4642,272.9831,4.898,55.4525,3.7987,-0.332,10.1993,69.1185,0
R600a,-10,40,10,7,2.2333,0.4519,124.4642,277.9629,4.898,55.4525,3.7061,-0.332,9.3911,68.2176,0
R600a,-10,45,3,3,1.8692,0.429,130.6578,244.2309,5.573,58.5458,2.6422,-0.0301,13.4494,74.6073,0
R600a,-10,45,3,5,1.9081,0.4366,130.6578,249.3139,5.573,58.5458,2.5816,-0.0301,12.5145,73.6117,0
R600a,-10,45,3,7,1.9468,0.4442,130.6578,254.3658,5.573,58.5458,2.4906,-0.0301,11.616,72.6222,0
R600a,-10,45,5,3,1.8761,0.4303,131.8579,247.3736,5.573,58.7347,3.0157,-0.0834,13.4494,75.1164,0
R600a,-10,45,5,5,1.9146,0.4379,131.8579,252.4566,5.573,58.7347,2.9551,-0.0834,12.5145,74.1209,0
R600a,-10,45,5,7,1.9529,0.4454,131.8579,257.5085,5.573,58.7347,2.8641,-0.0834,11.616,73.1314,0
R600a,-10,45,7,3,1.8832,0.4317,133.034,250.531,5.573,58.9032,3.4107,-0.1631,13.4494,75.6002,0
R600a,-10,45,7,5,1.9214,0.4392,133.034,255.6139,5.573,58.9032,3.35,-0.1631,12.5145,74.6046,0
R600a,-10,45,7,7,1.9594,0.4466,133.034,260.6659,5.573,58.9032,3.259,-0.1631,11.616,73.6151,0
R600a,-10,45,10,3,1.894,0.4338,134.7881,255.295,5.573,59.1475,4.046,-0.332,13.4494,76.3109,0
R600a,-10,45,10,5,1.9318,0.4412,134.7881,260.378,5.573,59.1475,3.9853,-0.332,12.5145,75.3153,0
R600a,-10,45,10,7,1.9692,0.4486,134.7881,265.4299,5.573,59.1475,3.8943,-0.332,11.616,74.3258,0
R600a,-10,50,3,3,1.6496,0.4244,140.2551,231.3649,6.315,61.9051,2.7635,-0.0301,16.0942,80.7328,0
R600a,-10,50,3,5,1.6864,0.4321,140.2551,236.5257,6.315,61.9051,2.7039,-0.0301,15.0683,79.6471,0
R600a,-10,50,3,7,1.723,0.4398,140.2551,241.6535,6.315,61.9051,2.6144,-0.0301,14.079,78.5684,0
R600a,-10,50,5,3,1.6564,0.4258,141.5726,234.5076,6.315,62.1313,3.1451,-0.0834,16.0942,81.2873,0
R600a,-10,50,5,5,1.6929,0.4335,141.5726,239.6684,6.315,62.1313,3.0855,-0.0834,15.0683,80.2017,0
R600a,-10,50,5,7,1.7291,0.4411,141.5726,244.7962,6.315,62.1313,2.996,-0.0834,14.079,79.1229,0
R600a,-10,50,7,3,1.6637,0.4274,142.8493,237.665,6.315,62.3232,3.5467,-0.1631,16.0942,81.801,0
R600a,-10,50,7,5,1.6999,0.435,142.8493,242.8257,6.315,62.3232,3.487,-0.1631,15.0683,80.7154,0
R600a,-10,50,7,7,1.7358,0.4425,142.8493,247.9535,6.315,62.3232,3.3975,-0.1631,14.079,79.6366,0
R600a,-10,50,10,3,1.6748,0.4297,144.7492,242.429,6.315,62.5984,4.1911,-0.332,16.0942,82.5517,0
R600a,-10,50,10,5,1.7105,0.4372,144.7492,247.5898,6.315,62.5984,4.1314,-0.332,15.0683,81.466,0
R600a,-10,50,10,7,1.7459,0.4446,144.7492,252.7176,6.315,62.5984,4.0419,-0.332,14.079,80.3873,0
R600a,-10,55,3,3,1.4604,0.4192,149.4864,218.3027,7.128,65.0234,2.8535,-0.0301,18.9805,86.8274,0
R600a,-10,55,3,5,1.4954,0.427,149.4864,223.546,7.128,65.0234,2.7948,-0.0301,17.8626,85.6506,0
R600a,-10,55,3,7,1.5303,0.4349,149.4864,228.754,7.128,65.0234,2.7066,-0.0301,16.7819,84.4818,0
R600a,-10,55,5,3,1.4673,0.4207,150.9216,221.4454,7.128,65.2879,3.241,-0.0834,18.9805,87.4261,0
R600a,-10,55,5,5,1.502,0.4285,150.9216,226.6887,7.128,65.2879,3.1822,-0.0834,17.8626,86.2493,0
R600a,-10,55,5,7,1.5365,0.4363,150.9216,231.8967,7.128,65.2879,3.0941,-0.0834,16.7819,85.0805,0
R600a,-10,55,7,3,1.4747,0.4224,152.3069,224.6027,7.128,65.5111,3.6477,-0.1631,18.9805,87.9761,0
R600a,-10,55,7,5,1.5091,0.4301,152.3069,229.846,7.128,65.5111,3.5889,-0.1631,17.8626,86.7994,0
R600a,-10,55,7,7,1.5433,0.4378,152.3069,235.0541,7.128,65.5111,3.5008,-0.1631,16.7819,85.6306,0
R600a,-10,55,10,3,1.486,0.4249,154.3521,229.3668,7.128,65.8187,4.298,-0.332,18.9805,88.7652,0
R600a,-10,55,10,5,1.52,0.4325,154.3521,234.6101,7.128,65.8187,4.2392,-0.332,17.8626,87.5884,0
R600a,-10,55,10,7,1.5537,0.4401,154.3521,239.8181,7.128,65.8187,4.151,-0.332,16.7819,86.4196,0
R600a,-5,30,3,3,3.3649,0.4485,85.7442,288.5235,3.09,40.5847,1.5447,-0.0295,5.192,47.2919,0
R600a,-5,30,3,5,3.4218,0.4557,85.7442,293.3956,3.09,40.5847,1.4806,-0.0295,4.6306,46.6665,0
R600a,-5,30,3,7,3.4783,0.463,85.7442,298.2412,3.09,40.5847,1.3844,-0.0295,4.1048,46.0444,0
R600a,-5,30,5,3,3.3723,0.4494,86.5059,291.7265,3.09,40.6844,1.8354,-0.0819,5.192,47.6299,0
R600a,-5,30,5,5,3.4287,0.4566,86.5059,296.5986,3.09,40.6844,1.7713,-0.0819,4.6306,47.0044,0
R600a,-5,30,5,7,3.4847,0.4638,86.5059,301.4442,3.09,40.6844,1.675,-0.0819,4.1048,46.3824,0
R600a,-5,30,7,3,3.3799,0.4504,87.2643,294.9438,3.09,40.7812,2.1497,-0.1602,5.192,47.9627,0
R600a,-5,30,7,5,3.4357,0.4575,87.2643,299.8158,3.09,40.7812,2.0856,-0.1602,4.6306,47.3373,0
R600a,-5,30,7,7,3.4913,0.4647,87.2643,304.6615,3.09,40.7812,1.9894,-0.1602,4.1048,46.7152,0
R600a,-5,30,10,3,3.3915,0.4519,88.3959,299.797,3.09,40.9214,2.6652,-0.3259,5.192,48.4527,0
R600a,-5,30,10,5,3.4466,0.4589,88.3959,304.6691,3.09,40.9214,2.6011,-0.3259,4.6306,47.8272,0
R600a,-5,30,10,7,3.5015,0.466,88.3959,309.5147,3.09,40.9214,2.5049,-0.3259,4.1048,47.2052,0
R600a,-5,35,3,3,2.8635,0.4457,96.4526,276.1955,3.548,44.8761,1.7499,-0.0295,6.863,53.4594,0
R600a,-5,35,3,5,2.9147,0.4531,96.4526,281.1346,3.548,44.8761,1.687,-0.0295,6.213,52.7466,0
R600a,-5,35,3,7,2.9657,0.4605,96.4526,286.0458,3.548,44.8761,1.5927,-0.0295,5.5985,52.0377,0
R600a,-5,35,5,3,2.871,0.4468,97.3161,279.3985,3.548,44.9948,2.0567,-0.0819,6.863,53.8326,0
R600a,-5,35,5,5,2.9218,0.4542,97.3161,284.3375,3.548,44.9948,1.9938,-0.0819,6.213,53.1198,0
R600a,-5,35,5,7,2.9723,0.4614,97.3161,289.2487,3.548,44.9948,1.8994,-0.0819,5.5985,52.4109,0
R600a,-5,35,7,3,2.8787,0.4479,98.1751,282.6158,3.548,45.1097,2.3868,-0.1602,6.863,54.1994,0
R600a,-5,35,7,5,2.929,0.4552,98.1751,287.5548,3.548,45.1097,2.324,-0.1602,6.213,53.4865,0
R600a,-5,35,7,7,2.979,0.4624,98.1751,292.466,3.548,45.1097,2.2296,-0.1602,5.5985,52.7777,0
R600a,-5,35,10,3,2.8904,0.4496,99.4566,287.469,3.548,45.2761,2.9256,-0.3259,6.863,54.7388,0
R600a,-5,35,10,5,2.9401,0.4568,99.4566,292.4081,3.548,45.2761,2.8628,-0.3259,6.213,54.0259,0
R600a,-5,35,10,7,2.9894,0.4639,99.4566,297.3193,3.548,45.2761,2.7684,-0.3259,5.5985,53.3171,0
R600a,-5,40,3,3,2.4694,0.4425,106.7861,263.6958,4.056,48.8723,1.9285,-0.0295,8.7669,59.5382,0
R600a,-5,40,3,5,2.5163,0.4499,106.7861,268.705,4.056,48.8723,1.8668,-0.0295,8.0283,58.7379,0
R600a,-5,40,3,7,2.5629,0.4574,106.7861,273.6848,4.056,48.8723,1.7741,-0.0295,7.3252,57.9422,0
R600a,-5,40,5,3,2.4769,0.4437,107.7559,266.8987,4.056,49.016,2.2487,-0.0819,8.7669,59.9498,0
R600a,-5,40,5,5,2.5234,0.4511,107.7559,271.9079,4.056,49.016,2.187,-0.0819,8.0283,59.1494,0
R600a,-5,40,5,7,2.5696,0.4585,107.7559,276.8878,4.056,49.016,2.0944,-0.0819,7.3252,58.3538,0
R600a,-5,40,7,3,2.4846,0.4449,108.7144,270.116,4.056,49.15,2.5916,-0.1602,8.7669,60.3483,0
R600a,-5,40,7,5,2.5307,0.4523,108.7144,275.1252,4.056,49.15,2.5299,-0.1602,8.0283,59.548,0
R600a,-5,40,7,7,2.5765,0.4596,108.7144,280.1051,4.056,49.15,2.4373,-0.1602,7.3252,58.7523,0
R600a,-5,40,10,3,2.4965,0.4468,110.1439,274.9693,4.056,49.3439,3.149,-0.3259,8.7669,60.9339,0
R600a,-5,40,10,5,2.5419,0.454,110.1439,279.9785,4.056,49.3439,3.0873,-0.3259,8.0283,60.1336,0
R600a,-5,40,10,7,2.5871,0.4613,110.1439,284.9584,4.056,49.3439,2.9947,-0.3259,7.3252,59.3379,0
R600a,-5,45,3,3,2.1501,0.4386,116.7472,251.017,4.615,52.591,2.0789,-0.0295,10.9047,65.5451,0
R600a,-5,45,3,5,2.1936,0.4462,116.7472,256.0999,4.615,52.591,2.0182,-0.0295,10.0771,64.6569,0
R600a,-5,45,3,7,2.2369,0.4537,116.7472,261.1518,4.615,52.591,1.9272,-0.0295,9.2854,63.7741,0
R600a,-5,45,5,3,2.1575,0.4399,117.83,254.2199,4.615,52.767,2.4104,-0.0819,10.9047,66.0001,0
R600a,-5,45,5,5,2.2007,0.4474,117.83,259.3028,4.615,52.767,2.3497,-0.0819,10.0771,65.1119,0
R600a,-5,45,5,7,2.2435,0.4549,117.83,264.3548,4.615,52.767,2.2587,-0.0819,9.2854,64.2292,0
R600a,-5,45,7,3,2.1654,0.4412,118.8872,257.4372,4.615,52.9209,2.7632,-0.1602,10.9047,66.4287,0
R600a,-5,45,7,5,2.2081,0.4487,118.8872,262.5201,4.615,52.9209,2.7025,-0.1602,10.0771,65.5405,0
R600a,-5,45,7,7,2.2506,0.4561,118.8872,267.572,4.615,52.9209,2.6115,-0.1602,9.2854,64.6577,0
R600a,-5,45,10,3,2.1773,0.4433,120.4634,262.2905,4.615,53.1439,3.3351,-0.3259,10.9047,67.0578,0
R600a,-5,45,10,5,2.2195,0.4507,120.4634,267.3734,4.615,53.1439,3.2744,-0.3259,10.0771,66.1696,0
R600a,-5,45,10,7,2.2615,0.458,120.4634,272.4253,4.615,53.1439,3.1834,-0.3259,9.2854,65.2868,0
R600a,-5,50,3,3,1.885,0.4341,126.3391,238.1509,5.229,56.0481,2.2009,-0.0295,13.2777,71.4971,0
R600a,-5,50,3,5,1.9259,0.4418,126.3391,243.3117,5.229,56.0481,2.1412,-0.0295,12.3608,70.5205,0
R600a,-5,50,3,7,1.9664,0.4495,126.3391,248.4395,5.229,56.0481,2.0517,-0.0295,11.4799,69.5501,0
R600a,-5,50,5,3,1.8924,0.4355,127.5396,241.3538,5.229,56.2613,2.5414,-0.0819,13.2777,71.9986,0
R600a,-5,50,5,5,1.9328,0.4431,127.5396,246.5146,5.229,56.2613,2.4818,-0.0819,12.3608,71.022,0
R600a,-5,50,5,7,1.9731,0.4507,127.5396,251.6424,5.229,56.2613,2.3923,-0.0819,11.4799,70.0516,0
R600a,-5,50,7,3,1.9003,0.437,128.6981,244.5711,5.229,56.4391,2.902,-0.1602,13.2777,72.4587,0
R600a,-5,50,7,5,1.9404,0.4446,128.6981,249.7319,5.229,56.4391,2.8423,-0.1602,12.3608,71.4821,0
R600a,-5,50,7,7,1.9803,0.4521,128.6981,254.8597,5.229,56.4391,2.7528,-0.1602,11.4799,70.5117,0
R600a,-5,50,10,3,1.9125,0.4393,130.4202,249.4244,5.229,56.6927,3.4846,-0.3259,13.2777,73.1291,0
R600a,-5,50,10,5,1.952,0.4468,130.4202,254.5852,5.229,56.6927,3.425,-0.3259,12.3608,72.1525,0
R600a,-5,50,10,7,1.9914,0.4542,130.4202,259.713,5.229,56.6927,3.3355,-0.3259,11.4799,71.1821,0
R600a,-5,55,3,3,1.6604,0.429,135.5651,225.0887,5.902,59.2576,2.2951,-0.0295,15.888,77.4112,0
R600a,-5,55,3,5,1.6991,0.4368,135.5651,230.332,5.902,59.2576,2.2363,-0.0295,14.8808,76.3452,0
R600a,-5,55,3,7,1.7375,0.4446,135.5651,235.54,5.902,59.2576,2.1482,-0.0295,13.9102,75.2864,0
R600a,-5,55,5,3,1.6678,0.4305,136.8833,228.2916,5.902,59.509,2.6424,-0.0819,15.888,77.9576,0
R600a,-5,55,5,5,1.7061,0.4383,136.8833,233.5349,5.902,59.509,2.5837,-0.0819,14.8808,76.8917,0
R600a,-5,55,5,7,1.7441,0.446,136.8833,238.743,5.902,59.509,2.4955,-0.0819,13.9102,75.8329,0
R600a,-5,55,7,3,1.6758,0.4321,138.1514,231.5089,5.902,59.7187,3.0092,-0.1602,15.888,78.4558,0
R600a,-5,55,7,5,1.7137,0.4398,138.1514,236.7522,5.902,59.7187,2.9504,-0.1602,14.8808,77.3898,0
R600a,-5,55,7,7,1.7514,0.4475,138.1514,241.9602,5.902,59.7187,2.8623,-0.1602,13.9102,76.331,0
R600a,-5,55,10,3,1.6881,0.4346,140.0189,236.3622,5.902,60.0045,3.5993,-0.3259,15.888,79.1659,0
R600a,-5,55,10,5,1.7255,0.4422,140.0189,241.6055,5.902,60.0045,3.5405,-0.3259,14.8808,78.0999,0
R600a,-5,55,10,7,1.7627,0.4498,140.0189,246.8135,5.902,60.0045,3.4524,-0.3259,13.9102,77.0411,0
R600a,0,30,3,3,4.0838,0.4576,72.3176,295.3272,2.579,34.4159,1.1111,-0.029,3.7261,39.2241,0
R600a,0,30,3,5,4.1511,0.4649,72.3176,300.1993,2.579,34.4159,1.047,-0.029,3.2639,38.6978,0
R600a,0,30,3,7,4.2181,0.4721,72.3176,305.0449,2.579,34.4159,0.9508,-0.029,2.8367,38.1744,0
R600a,0,30,5,3,4.0924,0.4585,72.9634,298.5924,2.579,34.5017,1.3592,-0.0805,3.7261,39.5066,0
R600a,0,30,5,5,4.1591,0.4658,72.9634,303.4644,2.579,34.5017,1.2952,-0.0805,3.2639,38.9803,0
R600a,0,30,5,7,4.2255,0.4729,72.9634,308.3101,2.579,34.5017,1.1989,-0.0805,2.8367,38.4569,0
R600a,0,30,7,3,4.1012,0.4595,73.6063,301.8714,2.579,34.5849,1.631,-0.1574,3.7261,39.7846,0
R600a,0,30,7,5,4.1674,0.4666,73.6063,306.7435,2.579,34.5849,1.5669,-0.1574,3.2639,39.2584,0
R600a,0,30,7,7,4.2332,0.4738,73.6063,311.5891,2.579,34.5849,1.4707,-0.1574,2.8367,38.7349,0
R600a,0,30,10,3,4.1147,0.461,74.5653,306.8167,2.579,34.7053,2.0825,-0.3203,3.7261,40.1936,0
R600a,0,30,10,5,4.1801,0.468,74.5653,311.6888,2.579,34.7053,2.0184,-0.3203,3.2639,39.6673,0
R600a,0,30,10,7,4.2451,0.475,74.5653,316.5344,2.579,34.7053,1.9222,-0.3203,2.8367,39.1439,0
R600a,0,35,3,3,3.4085,0.455,83.0287,282.9992,2.961,38.8322,1.2996,-0.029,5.1462,45.249,0
R600a,0,35,3,5,3.4679,0.4624,83.0287,287.9382,2.961,38.8322,1.2367,-0.029,4.5968,44.6367,0
R600a,0,35,3,7,3.5271,0.4697,83.0287,292.8495,2.961,38.8322,1.1424,-0.029,4.0822,44.0278,0
R600a,0,35,5,3,3.417,0.4561,83.7763,286.2644,2.961,38.9366,1.5652,-0.0805,5.1462,45.5676,0
R600a,0,35,5,5,3.476,0.4634,83.7763,291.2034,2.961,38.9366,1.5023,-0.0805,4.5968,44.9552,0
R600a,0,35,5,7,3.5346,0.4707,83.7763,296.1146,2.961,38.9366,1.408,-0.0805,4.0822,44.3464,0
R600a,0,35,7,3,3.4257,0.4572,84.5199,289.5434,2.961,39.0375,1.8541,-0.1574,5.1462,45.8805,0
R600a,0,35,7,5,3.4842,0.4644,84.5199,294.4824,2.961,39.0375,1.7912,-0.1574,4.5968,45.2681,0
R600a,0,35,7,7,3.5423,0.4716,84.5199,299.3937,2.961,39.0375,1.6968,-0.1574,4.0822,44.6593,0
R600a,0,35,10,3,3.4391,0.4588,85.6287,294.4887,2.961,39.1836,2.3307,-0.3203,5.1462,46.3403,0
R600a,0,35,10,5,3.4968,0.466,85.6287,299.4277,2.961,39.1836,2.2679,-0.3203,4.5968,45.7279,0
R600a,0,35,10,7,3.5542,0.4731,85.6287,304.3389,2.961,39.1836,2.1735,-0.3203,4.0822,45.1191,0
R600a,0,40,3,3,2.8972,0.4518,93.3652,270.4995,3.384,42.9444,1.4674,-0.029,6.7958,51.1785,0
R600a,0,40,3,5,2.9509,0.4593,93.3652,275.5086,3.384,42.9444,1.4057,-0.029,6.1591,50.4801,0
R600a,0,40,3,7,3.0042,0.4668,93.3652,280.4885,3.384,42.9444,1.3131,-0.029,5.5574,49.7858,0
R600a,0,40,5,3,2.9056,0.453,94.2187,273.7646,3.384,43.073,1.7476,-0.0805,6.7958,51.5359,0
R600a,0,40,5,5,2.9588,0.4604,94.2187,278.7738,3.384,43.073,1.6859,-0.0805,6.1591,50.8375,0
R600a,0,40,5,7,3.0116,0.4678,94.2187,283.7537,3.384,43.073,1.5933,-0.0805,5.5574,50.1432,0
R600a,0,40,7,3,2.9144,0.4542,95.0619,277.0437,3.384,43.1927,2.0504,-0.1574,6.7958,51.8815,0
R600a,0,40,7,5,2.967,0.4616,95.0619,282.0529,3.384,43.1927,1.9887,-0.1574,6.1591,51.1831,0
R600a,0,40,7,7,3.0194,0.4689,95.0619,287.0327,3.384,43.1927,1.8961,-0.1574,5.5574,50.4888,0
R600a,0,40,10,3,2.9277,0.4561,96.3189,281.9889,3.384,43.3659,2.5475,-0.3203,6.7958,52.3888,0
R600a,0,40,10,5,2.9797,0.4633,96.3189,286.9981,3.384,43.3659,2.4858,-0.3203,6.1591,51.6904,0
R600a,0,40,10,7,3.0314,0.4705,96.3189,291.978,3.384,43.3659,2.3931,-0.3203,5.5574,50.9961,0
R600a,0,45,3,3,2.4951,0.4481,103.3292,257.8206,3.851,46.7707,1.612,-0.029,8.6755,57.0291,0
R600a,0,45,3,5,2.5443,0.4557,103.3292,262.9036,3.851,46.7707,1.5514,-0.029,7.9514,56.2444,0
R600a,0,45,3,7,2.5932,0.4632,103.3292,267.9555,3.851,46.7707,1.4604,-0.029,7.2624,55.4644,0
R600a,0,45,5,3,2.5033,0.4493,104.2954,261.0858,3.851,46.9311,1.9044,-0.0805,8.6755,57.4305,0
R600a,0,45,5,5,2.5521,0.4569,104.2954,266.1687,3.851,46.9311,1.8437,-0.0805,7.9514,56.6457,0
R600a,0,45,5,7,2.6005,0.4644,104.2954,271.2206,3.851,46.9311,1.7527,-0.0805,7.2624,55.8658,0
R600a,0,45,7,3,2.5121,0.4507,105.2374,264.3648,3.851,47.0706,2.2183,-0.1574,8.6755,57.807,0
R600a,0,45,7,5,2.5604,0.4582,105.2374,269.4478,3.851,47.0706,2.1576,-0.1574,7.9514,57.0222,0
R600a,0,45,7,7,2.6084,0.4656,105.2374,274.4997,3.851,47.0706,2.0666,-0.1574,7.2624,56.2422,0
R600a,0,45,10,3,2.5254,0.4528,106.6413,269.3101,3.851,47.2724,2.7315,-0.3203,8.6755,58.3591,0
R600a,0,45,10,5,2.573,0.4601,106.6413,274.393,3.851,47.2724,2.6709,-0.3203,7.9514,57.5744,0
R600a,0,45,10,7,2.6204,0.4674,106.6413,279.4449,3.851,47.2724,2.5799,-0.3203,7.2624,56.7944,0
R600a,0,50,3,3,2.1692,0.4437,112.9241,244.9546,4.364,50.3281,1.7323,-0.029,10.7866,62.818,0
R600a,0,50,3,5,2.2149,0.4514,112.9241,250.1154,4.364,50.3281,1.6726,-0.029,9.9747,61.9464,0
R600a,0,50,3,7,2.2603,0.4591,112.9241,255.2432,4.364,50.3281,1.5831,-0.029,9.1982,61.0804,0
R600a,0,50,5,3,2.1772,0.4451,114.008,248.2197,4.364,50.5257,2.0347,-0.0805,10.7866,63.2666,0
R600a,0,50,5,5,2.2225,0.4527,114.008,253.3805,4.364,50.5257,1.975,-0.0805,9.9747,62.395,0
R600a,0,50,5,7,2.2675,0.4603,114.008,258.5083,4.364,50.5257,1.8855,-0.0805,9.1982,61.529,0
R600a,0,50,7,3,2.186,0.4465,115.051,251.4988,4.364,50.6884,2.3574,-0.1574,10.7866,63.675,0
R600a,0,50,7,5,2.2308,0.4541,115.051,256.6596,4.364,50.6884,2.2977,-0.1574,9.9747,62.8034,0
R600a,0,50,7,7,2.2754,0.4617,115.051,261.7874,4.364,50.6884,2.2082,-0.1574,9.1982,61.9374,0
R600a,0,50,10,3,2.1993,0.4488,116.6008,256.444,4.364,50.9205,2.883,-0.3203,10.7866,64.2698,0
R600a,0,50,10,5,2.2436,0.4563,116.6008,261.6048,4.364,50.9205,2.8233,-0.3203,9.9747,63.3982,0
R600a,0,50,10,7,2.2876,0.4637,116.6008,266.7326,4.364,50.9205,2.7338,-0.3203,9.1982,62.5322,0
R600a,0,55,3,3,1.8984,0.4387,122.1531,231.8923,4.925,53.6315,1.8283,-0.029,13.1311,68.5618,0
R600a,0,55,3,5,1.9413,0.4466,122.1531,237.1357,4.925,53.6315,1.7695,-0.029,12.2306,67.6026,0
R600a,0,55,3,7,1.9839,0.4544,122.1531,242.3437,4.925,53.6315,1.6814,-0.029,11.366,66.6498,0
R600a,0,55,5,3,1.9064,0.4402,123.3548,235.1575,4.925,53.8672,2.1384,-0.0805,13.1311,69.0563,0
R600a,0,55,5,5,1.9489,0.448,123.3548,240.4008,4.925,53.8672,2.0797,-0.0805,12.2306,68.097,0
R600a,0,55,5,7,1.9911,0.4557,123.3548,245.6088,4.925,53.8672,1.9915,-0.0805,11.366,67.1443,0
R600a,0,55,7,3,1.915,0.4418,124.5069,238.4366,4.925,54.0613,2.4682,-0.1574,13.1311,69.5032,0
R600a,0,55,7,5,1.9572,0.4495,124.5069,243.6799,4.925,54.0613,2.4094,-0.1574,12.2306,68.5439,0
